  Time Pressure
 (hr) (psia)
  0 4200
  0.01 4189.784839532137
  0.02 4179.812132710686
  0.03 4170.064884178465
  0.04 4160.530392184734
  0.05 4151.201578317317
  0.06000000000000001 4142.071209067633
  0.07000000000000001 4133.131324801098
  0.08 4124.375889406858
  0.08999999999999998 4115.800299933134
  0.1009816608871767 4106.583477203742
  0.113303287061475 4096.483173472475
  0.1271283790160478 4085.447149264853
  0.1426403873215001 4073.41889994668
  0.160045146903503 4060.360661638532
  0.179573608347199 4046.224376142615
  0.2014849024711504 4030.999114596036
  0.226069778835862 4014.65542924485
  0.2536544638138006 3997.224700523744
  0.2846049894151538 3978.70981964411
  0.3193320503102176 3959.20081231906
  0.3582964534981472 3938.749212654737
  0.4020152329358663 3917.515639886402
  0.4510685102645444 3895.615707870484
  0.5061071926713134 3873.279809727539
  0.5678616100321731 3850.695383521352
  0.6371512059457231 3828.140181341609
  0.7148954112518521 3805.864302929261
  0.8021258443203695 3784.145927063937
  0.8999999999999983 3763.264775584138
  1.009816608871765 3743.438029367376
  1.133032870614748 3724.920779373881
  1.271283790160476 3707.816765878704
  1.426403873214999 3692.297792316565
  1.600451469035027 3678.336249423364
  1.795736083471987 3665.98302181183
  2.0148490247115 3655.105659166926
  2.260697788358616 3645.636101375306
  2.536544638138001 3637.393424625139
  2.846049894151533 3630.230127487166
  3.19332050310217 3623.973994899967
  3.582964534981465 3618.453436171283
  4.020152329358655 3613.539641388121
  4.510685102645436 3609.082431763845
  5.061071926713125 3605.003478081536
  5.67861610032172 3601.195836090008
  6.371512059457219 3597.620774155574
  7.148954112518507 3594.214608738639
  8.021258443203681 3590.962363788771
  8.999999999999968 3587.832185427667
  10.09816608871764 3584.820164969951
  11.33032870614746 3581.913154052178
  12.71283790160474 3579.110812150262
  14.26403873214997 3576.408836702874
  16.00451469035024 3573.80683434397
  17.95736083471984 3571.303478261027
  20.14849024711497 3568.896671573612
  22.60697788358612 3566.584982089143
  25.36544638137997 3564.36370743518
  28.46049894151529 3562.229669910852
  31.93320503102164 3560.175025123208
  35.82964534981459 3558.193885510989
  40.2015232935865 3556.275238549892
  45.1068510264543 3554.410044208193
  50.61071926713117 3552.584867710839
  56.78616100321712 3550.787769238468
  63.71512059457211 3549.004423503759
  71.48954112518497 3547.221067681145
  80.21258443203668 3545.424404531271
  89.99999999999952 3543.600551933984
  100.9816608871762 3541.738893888913
  113.3032870614744 3539.827224584878
  127.1283790160472 3537.858481424845
  142.6403873214994 3535.823431320203
  160.0451469035021 3533.718573182377
  179.5736083471981 3531.538142815326
  201.4849024711494 3529.281648382997
  226.0697788358609 3526.946594038561
  253.6544638137993 3524.534775492785
  284.6049894151524 3522.04639674466
  319.3320503102159 3519.484873451098
  358.2964534981452 3516.852460416134
  402.0152329358642 3514.153603924119
  451.0685102645421 3511.39199673502
  501.0685102645421 3508.819775114347
  551.0685102645421 3506.453726845205
  601.0685102645421 3504.263620687996
  651.0685102645421 3502.22546876022
  701.0685102645421 3500.319816495422
  751.0685102645421 3498.530595239196
  801.0685102645421 3496.844640917267
  851.0685102645421 3495.251045960815
  901.0685102645422 3493.740002929808
  951.0685102645421 3492.303414085287
  1001.068510264542 3490.93438543742
  1051.068510264542 3489.627406505873
  1101.068510264542 3488.376467143761
  1151.068510264542 3487.176856270677
  1201.068510264542 3486.024439153894
  1251.068510264542 3484.915566512191
  1301.068510264542 3483.848028444197
  1351.068510264542 3482.81778608341
  1401.068510264542 3481.822023505995
  1451.068510264542 3480.858304979908
  1501.068510264542 3479.924447441795
  1551.068510264542 3479.018486631511
  1601.068510264542 3478.139369051198
  1651.068510264542 3477.285616639572
  1701.068510264542 3476.454630355116
  1751.068510264542 3475.644946796606
  1801.068510264542 3474.855240256451
  1851.068510264542 3474.08430617164
  1901.068510264542 3473.331046959968
  1951.068510264542 3472.594459844329
  2001.068510264542 3471.874129984632
  2051.068510264542 3471.170174173842
  2101.068510264542 3470.480139112846
  2151.068510264542 3469.803198571377
  2201.068510264542 3469.13859650195
  2251.068510264542 3468.485639613298
  2301.068510264542 3467.843690872437
  2351.068510264542 3467.212163802335
  2401.068510264542 3466.590517463445
  2451.068510264542 3465.978252025034
  2501.068510264542 3465.37490484677
  2551.068510264542 3464.781912133818
  2601.068510264542 3464.196996073272
  2651.068510264542 3463.619607605003
  2701.068510264542 3463.049335792986
  2751.068510264543 3462.485800564617
  2801.068510264542 3461.928649919888
  2851.068510264542 3461.377557433797
  2901.068510264542 3460.832220016955
  2951.068510264542 3460.292355904036
  3001.068510264542 3459.757702843739
  3051.068510264542 3459.228016467258
  3101.068510264542 3458.703068815296
  3151.068510264542 3458.182647006062
  3201.068510264542 3457.668106435637
  3251.068510264542 3457.157667156544
  3301.068510264542 3456.651088066192
  3351.068510264542 3456.148170304597
  3401.068510264543 3455.648728346289
  3451.068510264542 3455.152588966917
  3501.068510264542 3454.659590301269
  3551.068510264542 3454.16958098359
  3601.068510264542 3453.682419362087
  3651.068510264542 3453.197972780406
  3701.068510264542 3452.716116919638
  3751.068510264543 3452.236735195113
  3801.068510264542 3451.759718202844
  3851.068510264542 3451.284963211016
  3901.068510264542 3450.812373692392
  3951.068510264542 3450.341858893935
  4001.068510264542 3449.87406194365
  4051.068510264542 3449.408524960356
  4101.068510264542 3448.944776872605
  4151.068510264542 3448.482729748115
  4201.068510264542 3448.022300960454
  4251.068510264542 3447.563412836757
  4301.068510264542 3447.105992331617
  4351.068510264542 3446.649970724992
  4401.068510264542 3446.195283342136
  4451.068510264542 3445.741869293765
  4501.068510264542 3445.289671234828
  4551.068510264542 3444.838635140388
  4601.068510264542 3444.388710097273
  4651.068510264542 3443.939848110235
  4701.068510264542 3443.492003921525
  4751.068510264542 3443.045134842813
  4801.068510264542 3442.599200598539
  4851.068510264542 3442.154163179826
  4901.068510264542 3441.709986708147
  4951.068510264542 3441.266637308042
  5001.068510264542 3440.824168376349
  5051.068510264542 3440.383136894105
  5101.068510264542 3439.942824957896
  5151.068510264542 3439.503197865642
  5201.068510264542 3439.064222852574
  5251.068510264542 3438.625868980354
  5301.068510264542 3438.188107033114
  5351.068510264542 3437.750909419951
  5401.068510264541 3437.314250083412
  5451.068510264542 3436.878104413593
  5501.068510264542 3436.442449167439
  5551.068510264542 3436.007262392925
  5601.068510264542 3435.572523357774
  5651.068510264542 3435.138212482422
  5701.068510264542 3434.704311276945
  5751.068510264542 3434.270802281705
  5801.068510264542 3433.837669011443
  5851.068510264542 3433.404895902646
  5901.068510264542 3432.972468263921
  5951.068510264543 3432.540372229244
  6001.068510264543 3432.108594713854
  6051.068510264541 3431.677123372668
  6101.068510264542 3431.24594656102
  6151.068510264542 3430.815053297617
  6201.068510264542 3430.384433229561
  6251.068510264542 3429.954076599297
  6301.068510264542 3429.524129938041
  6351.068510264542 3429.094910480773
  6401.068510264542 3428.665917919665
  6451.068510264542 3428.237140430558
  6501.068510264542 3427.808566840668
  6551.068510264542 3427.380186596191
  6601.068510264542 3426.951989731581
  6651.068510264543 3426.523966840437
  6701.068510264543 3426.096109047903
  6751.068510264541 3425.66840798448
  6801.068510264542 3425.240855761184
  6851.068510264542 3424.813444945979
  6901.068510264542 3424.386168541398
  6951.068510264542 3423.959019963304
  7001.068510264542 3423.531993020711
  7051.068510264542 3423.10508189663
  7101.068510264542 3422.678281129858
  7151.068510264542 3422.25158559768
  7201.068510264542 3421.824990499429
  7251.068510264542 3421.398491340845
  7301.068510264542 3420.97208391922
  7351.068510264543 3420.545764309249
  7401.068510264541 3420.119528849592
  7451.068510264541 3419.693374130072
  7501.068510264542 3419.267296979499
  7551.068510264542 3418.84129445408
  7601.068510264542 3418.415363826386
  7651.068510264542 3417.989502574847
  7701.068510264542 3417.563708373751
  7751.068510264542 3417.137979083709
  7801.068510264542 3416.712312742583
  7851.068510264542 3416.286707556842
  7901.068510264542 3415.861161893314
  7951.068510264542 3415.436127918355
  8001.068510264543 3415.0113632989
  8051.068510264543 3414.586645098404
  8101.068510264541 3414.161969502537
  8151.068510264541 3413.737332925057
  8201.068510264542 3413.312731997917
  8251.068510264542 3412.888163561796
  8301.068510264542 3412.463624657044
  8351.068510264542 3412.039112515019
  8401.068510264542 3411.614624549802
  8451.068510264542 3411.190158350264
  8501.068510264542 3410.76571167247
  8551.068510264542 3410.341282432415
  8601.068510264542 3409.916868699069
  8651.068510264542 3409.492468687713
  8701.068510264542 3409.068080753556
  8751.068510264542 3408.64370338563
  8801.068510264542 3408.219335200942
  8851.068510264542 3407.794974938856
  8901.068510264542 3407.370621455735
  8951.068510264542 3406.946273719785
  9001.068510264542 3406.521930806128
  9051.068510264542 3406.097591892076
  9101.068510264542 3405.673256252602
  9151.068510264542 3405.248923255991
  9201.068510264542 3404.824592359687
  9251.068510264542 3404.400263106297
  9301.068510264542 3403.975935119763
  9351.068510264542 3403.551608101698
  9401.068510264542 3403.127281827862
  9451.068510264542 3402.70295614479
  9501.068510264542 3402.278630966558
  9551.068510264542 3401.854306271672
  9601.068510264542 3401.429982100097
  9651.068510264542 3401.005658550395
  9701.068510264542 3400.581335776989
  9751.068510264542 3400.157013987528
  9801.068510264542 3399.73269344037
  9851.068510264542 3399.308374442158
  9901.068510264542 3398.884057345497
  9951.068510264542 3398.459742546727
  10000 3398.044989811952

